,locusTag,baseMean,log2FoldChange,lfcSE,pvalue,padj,abs_log2,name,symbol,chromosome,KO_anno,KO_desc
165,Bcen2424_3608,315.3760202,-0.442454705,0.140021862,0.000155191,0.005567108,0.442454705,YbfB/YjiJ family MFS transporter,,2,NA,no KO assigned 
152,Bcen2424_5598,1787.273362,-0.441228717,0.131973691,8.78E-05,0.003418597,0.441228717,hypothetical protein,,2,NA,no KO assigned 
224,Bcen2424_0828,552.8157306,-0.440327079,0.161884668,0.000637158,0.016836326,0.440327079,alanine--glyoxylate aminotransferase family protein,,1,NA,no KO assigned 
401,Bcen2424_4397,230.1313678,0.440047126,0.282223263,0.007798995,0.115117835,0.440047126,helix-turn-helix transcriptional regulator,,2,K15773,K15773 HTH-type transcriptional regulator / antitoxin HipB 
344,Bcen2424_1465,12483.88905,0.439837293,0.222527642,0.004545472,0.078211188,0.439837293,CoA transferase subunit A,,1,K01028,K01028 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5] 
382,Bcen2424_0133,64.62573495,-0.438691767,0.264228111,0.006535172,0.101260951,0.438691767,pyridoxamine 5'-phosphate oxidase,,1,K07006,K07006 uncharacterized protein 
205,Bcen2424_3482,1675.102013,-0.437661587,0.154381833,0.000450247,0.013000063,0.437661587,TetR/AcrR family transcriptional regulator,,2,K16137,"K16137 TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon "
325,Bcen2424_2832,267.040981,-0.435731509,0.21360697,0.003491737,0.063592587,0.435731509,hypothetical protein,,1,NA,no KO assigned 
327,Bcen2424_0982,963.4773921,0.434688895,0.212974221,0.003540195,0.06405965,0.434688895,GNAT family N-acetyltransferase,,1,NA,no KO assigned 
247,Bcen2424_0824,196.5180803,-0.433721557,0.174122676,0.00122359,0.029321569,0.433721557,"5,6-dimethylbenzimidazole synthase",bluB,1,K04719,"K04719 5,6-dimethylbenzimidazole synthase [EC:1.13.11.79] "
359,Bcen2424_3477,1222.749765,-0.433258624,0.239290272,0.005231639,0.086256465,0.433258624,alanine--glyoxylate aminotransferase family protein,,2,NA,no KO assigned 
197,Bcen2424_4726,5525.637448,-0.430249164,0.147525355,0.000388033,0.011658715,0.430249164,GNAT family N-acetyltransferase,,2,K13061,K13061 acyl homoserine lactone synthase [EC:2.3.1.184] 
408,Bcen2424_0135,318.2438995,-0.429490786,0.283490513,0.008225852,0.119335336,0.429490786,hypothetical protein,,1,NA,no KO assigned 
322,Bcen2424_4048,91.00939057,0.427258671,0.207412122,0.003471533,0.063592587,0.427258671,MHS family MFS transporter,,2,K08172,"K08172 MFS transporter, MHS family, shikimate and dehydroshikimate transport protein "
394,Bcen2424_5069,261.558518,-0.425892879,0.275657592,0.007553373,0.113473136,0.425892879,MFS transporter,,2,NA,no KO assigned 
309,Bcen2424_5619,409.3291435,0.422412439,0.201293814,0.003211316,0.06151384,0.422412439,helix-turn-helix domain-containing protein,,2,NA,no KO assigned 
395,Bcen2424_5387,50.52957561,0.422179165,0.257682983,0.007608741,0.114015542,0.422179165,short chain dehydrogenase,,2,NA,no KO assigned 
340,Bcen2424_3475,419.7156178,-0.41710997,0.214237089,0.004369205,0.076062719,0.41710997,FAD-binding oxidoreductase,,2,NA,no KO assigned 
273,Bcen2424_2990,445.3544916,-0.416279782,0.182595655,0.002119271,0.045788063,0.416279782,aldehyde dehydrogenase,,1,K09472,K09472 4-(gamma-glutamylamino)butanal dehydrogenase [EC:1.2.1.99] 
363,Bcen2424_5432,33048.55108,0.416183946,0.226116414,0.005451631,0.088893124,0.416183946,hemin-degrading factor,,2,K07225,K07225 putative hemin transport protein 
255,Bcen2424_3982,460.5627353,0.415857049,0.169162046,0.001433367,0.033270988,0.415857049,YihY/virulence factor BrkB family protein,,2,K07058,K07058 membrane protein 
265,Bcen2424_3969,403.0914588,0.414814565,0.17796079,0.00194681,0.043483649,0.414814565,NAD-dependent epimerase/dehydratase family protein,,2,K22252,K22252 GDP-6-deoxy-D-talose 4-dehydrogenase [EC:1.1.1.135] 
380,Bcen2424_5064,78.30459292,-0.414297127,0.236861416,0.0063505,0.0989174,0.414297127,GlxA family transcriptional regulator,,2,K17736,"K17736 AraC family transcriptional regulator, carnitine catabolism transcriptional activator "
365,Bcen2424_2268,297.5070245,0.414233901,0.225743752,0.005640611,0.091470621,0.414233901,DUF3106 domain-containing protein,,1,NA,no KO assigned 
261,Bcen2424_2277,159.6052412,-0.413334621,0.174197989,0.001777646,0.040313753,0.413334621,DUF924 domain-containing protein,,1,NA,no KO assigned 
374,Bcen2424_2410,4579.437621,-0.410450232,0.232113973,0.006221362,0.098460539,0.410450232,porin,,1,NA,no KO assigned 
331,Bcen2424_0208,835.2151674,-0.40828464,0.201955386,0.003673784,0.065695253,0.40828464,hypothetical protein,,1,NA,no KO assigned 
367,Bcen2424_4907,124.1128517,0.406602314,0.220656825,0.005689123,0.091754549,0.406602314,amino acid permease,,2,K11735,K11735 GABA permease 
405,Bcen2424_3357,102.4225587,0.405845276,0.247627384,0.008029278,0.117341388,0.405845276,Lrp/AsnC family transcriptional regulator,,2,NA,no KO assigned 
364,Bcen2424_0916,244.02466,0.405263667,0.216840554,0.005478519,0.089086143,0.405263667,DUF1439 domain-containing protein,,1,NA,no KO assigned 
429,Bcen2424_4363,7752.208496,0.4049523,0.272551987,0.009779921,0.134935557,0.4049523,DUF4148 domain-containing protein,,2,NA,no KO assigned 
377,Bcen2424_4573,73.60848809,0.403110586,0.224135525,0.006284846,0.098583281,0.403110586,DHA2 family efflux MFS transporter permease subunit,,2,NA,no KO assigned 
90,Bcen2424_0383,737.2872107,0.403081595,0.093210763,2.16E-06,0.000141818,0.403081595,protein-methionine-sulfoxide reductase catalytic subunit MsrP,msrP,1,K07147,K07147 methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-] 
329,Bcen2424_1640,125127.5704,0.402553839,0.187637975,0.003594481,0.064667889,0.402553839,non-ribosomal peptide synthetase,,1,NA,no KO assigned 
196,Bcen2424_0794,408.6429843,0.402054827,0.135138197,0.000360107,0.010874852,0.402054827,antitoxin MazE family protein,,1,NA,no KO assigned 
304,Bcen2424_0890,123.6049871,-0.401262032,0.1865771,0.003065752,0.059691396,0.401262032,glycosyltransferase family 4 protein,,1,NA,no KO assigned 
418,Bcen2424_3595,511.9712886,0.399124551,0.253806564,0.008936035,0.126536825,0.399124551,response regulator transcription factor,,2,NA,no KO assigned 
358,Bcen2424_2049,264.073037,0.398770951,0.208676219,0.005223929,0.086256465,0.398770951,universal stress protein,,1,NA,no KO assigned 
262,Bcen2424_3428,262.2105528,-0.396145851,0.167957477,0.001843873,0.041656058,0.396145851,LysR family transcriptional regulator,,2,NA,no KO assigned 
303,Bcen2424_3367,445.1664629,0.392780377,0.179753896,0.003058456,0.059691396,0.392780377,YjbQ family protein,,2,NA,no KO assigned 
281,Bcen2424_0963,542.962131,0.39214611,0.170308388,0.002311881,0.048697596,0.39214611,hypothetical protein,,1,NA,no KO assigned 
171,Bcen2424_1588,889.7339972,-0.391295602,0.125670861,0.000189134,0.006546688,0.391295602,NADP(H)-dependent aldo-keto reductase,,1,NA,no KO assigned 
357,Bcen2424_0282,134.6121515,-0.388902922,0.201194536,0.005186083,0.08598439,0.388902922,cation transporter,,1,NA,no KO assigned 
369,Bcen2424_2426,4787.59697,0.387715734,0.206809964,0.005853865,0.093899801,0.387715734,phosphoenolpyruvate carboxylase,ppc,1,K01595,K01595 phosphoenolpyruvate carboxylase [EC:4.1.1.31] 
387,Bcen2424_3351,1730.377947,0.386147642,0.216213846,0.006921655,0.105863755,0.386147642,AbrB family transcriptional regulator,,2,K19156,K19156 antitoxin PrlF 
347,Bcen2424_0061,1127.069656,-0.38536564,0.193802167,0.004719074,0.080496254,0.38536564,type II secretion system ATPase GspE,gspE,1,K02454,K02454 general secretion pathway protein E [EC:7.4.2.8] 
213,Bcen2424_3849,445.9130163,-0.381615704,0.132612228,0.000516589,0.01435536,0.381615704,DUF3459 domain-containing protein,,2,NA,no KO assigned 
338,Bcen2424_1211,437.3232982,-0.381549263,0.186754541,0.00431296,0.075527843,0.381549263,hypothetical protein,,1,NA,no KO assigned 
412,Bcen2424_4554,805.9586093,-0.377314998,0.225262072,0.008494971,0.122043038,0.377314998,twin-arginine translocation pathway signal,,2,NA,no KO assigned 
402,Bcen2424_5046,3209.062639,0.37359815,0.208231529,0.007847306,0.115542792,0.37359815,DUF4148 domain-containing protein,,2,NA,no KO assigned 
321,Bcen2424_0734,849.0092643,-0.370765424,0.170214525,0.003408291,0.062846331,0.370765424,FAD-binding protein,,1,K00104,K00104 glycolate oxidase [EC:1.1.3.15] 
251,Bcen2424_5280,4529.698848,0.370722681,0.146072486,0.001339946,0.031598164,0.370722681,S8/S53 family peptidase,,2,K08677,K08677 kumamolisin 
289,Bcen2424_2987,222.9217787,-0.364953539,0.157314488,0.002528153,0.051779018,0.364953539,iron permease,,1,K07243,K07243 high-affinity iron transporter 
221,Bcen2424_0740,992.2459703,0.364783097,0.127289794,0.000594705,0.015927872,0.364783097,carbon-nitrogen hydrolase family protein,,1,K11206,K11206 deaminated glutathione amidase [EC:3.5.1.128] 
416,Bcen2424_1695,86.83208042,0.362136657,0.209975304,0.008736692,0.124260253,0.362136657,LysR family transcriptional regulator,,1,NA,no KO assigned 
407,Bcen2424_4007,221.6169573,0.361065439,0.20361191,0.008068583,0.117341388,0.361065439,MFS transporter,,2,K18567,"K18567 MFS transporter, DHA1 family, purine base/nucleoside efflux pump "
334,Bcen2424_1016,2311.674248,0.358301123,0.16744254,0.004022327,0.071160218,0.358301123,DUF4136 domain-containing protein,,1,NA,no KO assigned 
425,Bcen2424_5731,1116.542473,0.358218388,0.212336417,0.00955296,0.13304464,0.358218388,type VI secretion system tip protein VgrG,,2,K11904,K11904 type VI secretion system secreted protein VgrG 
430,Bcen2424_3027,5120.090864,-0.358148003,0.251066104,0.009958646,0.137081914,0.358148003,flagellar biosynthesis anti-sigma factor FlgM,flgM,1,K02398,K02398 negative regulator of flagellin synthesis FlgM 
316,Bcen2424_5548,188.4561474,-0.353295061,0.158871969,0.003330122,0.0622236,0.353295061,acylphosphatase,,2,K01512,K01512 acylphosphatase [EC:3.6.1.7] 
288,Bcen2424_4412,305.4431717,-0.351465253,0.149430226,0.002508312,0.051551031,0.351465253,DUF4337 domain-containing protein,,2,NA,no KO assigned 
256,Bcen2424_0048,485.9401002,0.350152377,0.137133001,0.001523416,0.035223049,0.350152377,MarR family transcriptional regulator,,1,NA,no KO assigned 
371,Bcen2424_0434,1994.774376,0.350105296,0.175480512,0.006046129,0.096461022,0.350105296,hypothetical protein,,1,NA,no KO assigned 
306,Bcen2424_3689,290.5990691,-0.348299434,0.154191406,0.003176781,0.061253616,0.348299434,O-methyltransferase,,2,NA,no KO assigned 
307,Bcen2424_5436,2551.499039,0.347860879,0.152057711,0.003178165,0.061253616,0.347860879,VOC family protein,,2,NA,no KO assigned 
385,Bcen2424_4115,146.2886506,0.336374183,0.172548812,0.006783019,0.104282309,0.336374183,prolyl aminopeptidase,pip,2,K01259,K01259 proline iminopeptidase [EC:3.4.11.5] 
264,Bcen2424_0976,2380.659931,0.335383201,0.133346345,0.001887679,0.042322621,0.335383201,outer membrane lipoprotein chaperone LolA,lolA,1,K03634,K03634 outer membrane lipoprotein carrier protein 
415,Bcen2424_1575,360.7008101,-0.33124504,0.180467082,0.008719762,0.124260253,0.33124504,hypothetical protein,,1,NA,no KO assigned 
428,Bcen2424_2335,6596.503836,0.330123858,0.183904195,0.009772717,0.134935557,0.330123858,transaldolase,tal,1,K00616,K00616 transaldolase [EC:2.2.1.2] 
317,Bcen2424_1174,415.9309546,-0.329208499,0.149028071,0.003332469,0.0622236,0.329208499,hypothetical protein,,1,NA,no KO assigned 
376,Bcen2424_1720,364.7177634,-0.328684156,0.164039884,0.006275104,0.098583281,0.328684156,YciI family protein,,1,K09780,K09780 uncharacterized protein 
339,Bcen2424_3802,385.05515,-0.325773147,0.153785754,0.004358976,0.076062719,0.325773147,divalent metal cation transporter,,2,K03322,K03322 manganese transport protein 
350,Bcen2424_2301,1931.976306,0.325761716,0.152163301,0.004850243,0.082024545,0.325761716,ribonuclease G,rng,1,K08301,K08301 ribonuclease G [EC:3.1.26.-] 
396,Bcen2424_0126,232.2285259,-0.324555765,0.169908837,0.007681125,0.114389933,0.324555765,AraC family transcriptional regulator,,1,K13652,K13652 AraC family transcriptional regulator 
342,Bcen2424_1021,537.0984818,-0.322986621,0.147906169,0.004429079,0.076654147,0.322986621,disulfide bond formation protein B,,1,K03611,K03611 protein dithiol:quinone oxidoreductase [EC:1.8.5.9] 
299,Bcen2424_1487,1691.55339,-0.32148102,0.135180104,0.00295218,0.05844132,0.32148102,antibiotic biosynthesis monooxygenase,,1,NA,no KO assigned 
330,Bcen2424_0779,786.9901494,-0.316474335,0.138770934,0.003649718,0.065462666,0.316474335,capsular biosynthesis protein,,1,K07265,K07265 capsular polysaccharide export protein 
370,Bcen2424_5620,297.3646505,0.316285737,0.153282253,0.005911059,0.094560974,0.316285737,nucleotidyl transferase AbiEii/AbiGii toxin family protein,,2,NA,no KO assigned 
373,Bcen2424_3873,4020.503649,-0.315262935,0.156873689,0.006138429,0.097408468,0.315262935,NAD(P)/FAD-dependent oxidoreductase,,2,K03885,K03885 NADH dehydrogenase [EC:1.6.99.3] 
280,Bcen2424_4156,269.1930722,0.312307707,0.12592988,0.002311565,0.048697596,0.312307707,BCCT family transporter,,2,K02168,K02168 choline/glycine/proline betaine transport protein 
422,Bcen2424_5320,186.0024885,0.310563243,0.166562199,0.009345768,0.131084356,0.310563243,PIN domain-containing protein,,2,NA,no KO assigned 
392,Bcen2424_1919,1577.900071,0.306781581,0.153167416,0.007436911,0.112293555,0.306781581,arylesterase,,1,K10804,K10804 acyl-CoA thioesterase I [EC:3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5] 
368,Bcen2424_2231,787.5263661,0.303126841,0.142500481,0.005756476,0.092588541,0.303126841,acyl-CoA dehydrogenase,,1,NA,no KO assigned 
285,Bcen2424_4867,444.8732178,0.301126204,0.120840576,0.002427634,0.050418119,0.301126204,MFS transporter,,2,NA,no KO assigned 
361,Bcen2424_2256,761.5981679,0.300649843,0.138370602,0.005356452,0.087825045,0.300649843,hypothetical protein,,1,NA,no KO assigned 
397,Bcen2424_3961,2983.645992,-0.293473864,0.145962024,0.007681731,0.114389933,0.293473864,acetyl-CoA carboxylase carboxyltransferase subunit beta,,2,K01963,K01963 acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15] 
388,Bcen2424_3175,1026.578268,-0.291654701,0.140824682,0.007023968,0.107151715,0.291654701,autotransporter outer membrane beta-barrel domain-containing protein,,2,NA,no KO assigned 
421,Bcen2424_0532,1003.321108,0.284494966,0.143543059,0.009126293,0.12831004,0.284494966,anthranilate phosphoribosyltransferase,trpD,1,K00766,K00766 anthranilate phosphoribosyltransferase [EC:2.4.2.18] 
336,Bcen2424_2206,3431.875902,0.271593346,0.114604364,0.00406014,0.071523714,0.271593346,4Fe-4S binding protein,,1,NA,no KO assigned 
426,Bcen2424_0064,711.1074495,-0.26911776,0.135021926,0.009714049,0.134935557,0.26911776,GTP-binding protein,,1,NA,no KO assigned 
332,Bcen2424_2626,6829.365843,0.267779882,0.113487875,0.003749034,0.066838957,0.267779882,fructose-bisphosphate aldolase class II,,1,K01624,"K01624 fructose-bisphosphate aldolase, class II [EC:4.1.2.13] "
271,Bcen2424_3917,995.6645006,0.258936296,0.097526828,0.002076954,0.045363428,0.258936296,PLP-dependent aminotransferase family protein,,2,K00375,K00375 GntR family transcriptional regulator / MocR family aminotransferase 
274,Bcen2424_1890,1781.462114,0.254063361,0.095529778,0.002119603,0.045788063,0.254063361,ankyrin repeat domain-containing protein,,1,K06867,K06867 uncharacterized protein 
391,Bcen2424_2274,1319.104793,0.252340587,0.114735649,0.007420708,0.112293555,0.252340587,TIGR00730 family Rossman fold protein,,1,NA,no KO assigned 
399,Bcen2424_1944,3734.1848,0.251246029,0.117426464,0.007781817,0.115117835,0.251246029,transcription-repair coupling factor,mfd,1,K03723,K03723 transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-] 
345,Bcen2424_1130,3825.64286,0.249164277,0.104550972,0.004637918,0.079390689,0.249164277,DegQ family serine endoprotease,,1,K04771,K04771 serine protease Do [EC:3.4.21.107] 
353,Bcen2424_1462,1369.037097,0.228268776,0.094847842,0.005057811,0.084628237,0.228268776,SDR family oxidoreductase,,1,NA,no KO assigned 
423,Bcen2424_3968,80.30313343,-0.212571445,0.417628448,0.009420462,0.131819655,0.212571445,group II intron reverse transcriptase/maturase,ltrA,2,K00986,K00986 RNA-directed DNA polymerase [EC:2.7.7.49] 
349,Bcen2424_2411,2272.959443,-0.210482249,0.084378539,0.004840268,0.082024545,0.210482249,P-II family nitrogen regulator,,1,K04751,K04751 nitrogen regulatory protein P-II 1 
150,Bcen2424_3192,92.11340917,-0.195838596,0.447292304,8.28E-05,0.00325022,0.195838596,HlyD family secretion protein,,2,K03543,"K03543 membrane fusion protein, multidrug efflux system "
147,Bcen2424_3191,110.9249441,-0.161733481,0.321458219,7.12E-05,0.002865716,0.161733481,TolC family protein,,2,NA,no KO assigned 
328,Bcen2424_1515,663.6777993,-0.15299496,0.286142608,0.003549851,0.06405965,0.15299496,collagen-like triple helix repeat-containing protein,,1,NA,no KO assigned 
28,Bcen2424_3184,965.886284,-0.142941028,0.28553788,2.01E-12,4.24E-10,0.142941028,DUF3050 domain-containing protein,,2,NA,no KO assigned 
43,Bcen2424_3186,903.0536663,-0.136442513,0.271671429,1.98E-10,2.73E-08,0.136442513,hypothetical protein,,2,NA,no KO assigned 
39,Bcen2424_0737,37651.07231,-0.111160026,0.231018922,8.23E-11,1.25E-08,0.111160026,NO-inducible flavohemoprotein,hmpA,1,K05916,K05916 nitric oxide dioxygenase [EC:1.14.12.17] 
62,Bcen2424_3185,177.2391156,-0.110152272,0.229258268,3.53E-08,3.37E-06,0.110152272,hypothetical protein,,2,NA,no KO assigned 
